ID,Recency,Frequency,Monetary,Age,Age Group,Country,R,F,M,RFMGroup,RFMScore,RFM_loyalty_level,Clusters
3807,83,18,670,67,Baby Boomers,SP,4,1,2,412,7,Gold,1
3828,61,20,760,71,Baby Boomers,SP,3,1,2,312,6,Platinum,1
3829,94,4,10,43,Gen X,SA,4,4,4,444,12,Bronze,3
3830,59,11,394,69,Baby Boomers,CA,3,2,2,322,7,Gold,3
3834,35,19,607,60,Baby Boomers,US,2,1,2,212,5,Platinum,2
3839,76,5,21,64,Baby Boomers,SP,4,4,4,444,12,Bronze,3
3846,98,10,250,48,Gen X,SP,4,3,3,433,10,Bronze,3
3850,52,4,9,59,Baby Boomers,IND,3,4,4,344,11,Bronze,3
3852,48,21,847,61,Baby Boomers,IND,2,1,2,212,5,Platinum,2
3855,74,5,80,59,Baby Boomers,CA,3,4,3,343,10,Bronze,3
3856,78,17,763,62,Baby Boomers,SP,4,1,2,412,7,Gold,1
3859,36,22,942,75,Baby Boomers,SA,2,1,1,211,4,Platinum,2
3865,14,5,24,45,Gen X,CA,1,4,4,144,9,Silver,0
3867,36,22,942,75,Baby Boomers,SP,2,1,1,211,4,Platinum,2
3870,28,20,708,44,Gen X,GER,2,1,2,212,5,Platinum,2
3878,3,4,14,42,Gen X,SP,1,4,4,144,9,Silver,0
3885,10,3,36,39,Millennials,SP,1,4,4,144,9,Silver,0
3887,2,5,46,52,Gen X,IND,1,4,3,143,8,Silver,0
3896,3,4,34,38,Millennials,SP,1,4,4,144,9,Silver,0
3900,54,18,705,50,Gen X,CA,3,1,2,312,6,Platinum,1
3910,78,10,1488,47,Gen X,SP,4,3,1,431,8,Silver,1
3916,92,19,813,51,Gen X,SP,4,1,2,412,7,Gold,1
3919,64,13,1843,46,Gen X,CA,3,2,1,321,6,Platinum,1
3921,96,8,133,70,Baby Boomers,SP,4,3,3,433,10,Bronze,3
3924,34,20,881,57,Baby Boomers,SA,2,1,1,211,4,Platinum,2
3933,46,16,456,42,Gen X,SA,2,1,2,212,5,Platinum,2
3934,34,15,463,56,Gen X,IND,2,1,2,212,5,Platinum,2
3945,80,15,877,75,Baby Boomers,SP,4,1,1,411,6,Platinum,1
3967,19,15,698,51,Gen X,CA,1,1,2,112,4,Platinum,2
3968,77,23,1057,52,Gen X,CA,4,1,1,411,6,Platinum,1
3969,46,4,56,48,Gen X,GER,2,4,3,243,9,Silver,0
3972,70,12,323,46,Gen X,SP,3,2,2,322,7,Gold,3
3979,98,14,1671,39,Millennials,SP,4,2,1,421,7,Gold,1
4001,56,13,436,76,Pre Boomers,SA,3,2,2,322,7,Gold,1
4002,3,19,892,62,Baby Boomers,SP,1,1,1,111,3,Platinum,2
4012,55,12,1186,50,Gen X,GER,3,2,1,321,6,Platinum,1
4023,29,5,52,52,Gen X,SP,2,4,3,243,9,Silver,0
4037,77,3,7,46,Gen X,SA,4,4,4,444,12,Bronze,3
4042,87,8,146,51,Gen X,CA,4,3,3,433,10,Bronze,3
4047,0,15,486,68,Baby Boomers,US,1,1,2,112,4,Platinum,2
4050,65,6,87,56,Gen X,CA,3,3,3,333,9,Silver,3
4055,41,6,23,30,Millennials,SP,2,3,4,234,9,Silver,0
4058,76,19,739,67,Baby Boomers,SP,4,1,2,412,7,Gold,1
4065,0,13,381,46,Gen X,SP,1,2,2,122,5,Platinum,2
4066,76,4,14,44,Gen X,SP,4,4,4,444,12,Bronze,3
4070,99,12,746,53,Gen X,CA,4,2,2,422,8,Silver,1
4073,0,17,1101,68,Baby Boomers,GER,1,1,1,111,3,Platinum,2
4084,41,17,534,47,Gen X,CA,2,1,2,212,5,Platinum,2
4086,77,3,14,63,Baby Boomers,GER,4,4,4,444,12,Bronze,3
4088,22,7,137,60,Baby Boomers,SP,1,3,3,133,7,Gold,0
4093,61,9,282,47,Gen X,CA,3,3,3,333,9,Silver,3
4094,92,10,246,61,Baby Boomers,AUS,4,3,3,433,10,Bronze,3
4095,80,10,268,51,Gen X,US,4,3,3,433,10,Bronze,3
4096,24,8,152,54,Gen X,US,1,3,3,133,7,Gold,0
4098,3,6,39,49,Gen X,AUS,1,3,4,134,8,Silver,0
4099,14,4,28,50,Gen X,SP,1,4,4,144,9,Silver,0
4102,46,3,14,47,Gen X,SP,2,4,4,244,10,Bronze,0
4107,52,8,353,74,Baby Boomers,SP,3,3,2,332,8,Silver,3
4114,2,19,1467,58,Baby Boomers,AUS,1,1,1,111,3,Platinum,2
4119,56,5,173,59,Baby Boomers,GER,3,4,3,343,10,Bronze,3
4120,61,10,205,47,Gen X,IND,3,3,3,333,9,Silver,3
4122,73,10,644,47,Gen X,SP,3,3,2,332,8,Silver,1
4127,97,22,1328,55,Gen X,SP,4,1,1,411,6,Platinum,1
4128,51,14,583,60,Baby Boomers,SA,3,2,2,322,7,Gold,1
4136,63,5,45,30,Millennials,SP,3,4,3,343,10,Bronze,3
4137,29,11,805,74,Baby Boomers,AUS,2,2,2,222,6,Platinum,2
4138,68,12,664,60,Baby Boomers,SP,3,2,2,322,7,Gold,1
4141,26,18,602,57,Baby Boomers,US,2,1,2,212,5,Platinum,2
4148,90,11,291,50,Gen X,SP,4,2,3,423,9,Silver,3
4149,57,11,1305,74,Baby Boomers,SP,3,2,1,321,6,Platinum,1
4168,30,13,375,56,Gen X,SP,2,2,2,222,6,Platinum,2
4174,81,6,117,66,Baby Boomers,SP,4,3,3,433,10,Bronze,3
4179,94,4,26,63,Baby Boomers,SP,4,4,4,444,12,Bronze,3
4184,48,8,220,72,Baby Boomers,SP,2,3,3,233,8,Silver,0
4186,11,5,39,72,Baby Boomers,CA,1,4,4,144,9,Silver,0
4188,53,9,248,65,Baby Boomers,AUS,3,3,3,333,9,Silver,3
4198,6,3,13,57,Baby Boomers,SP,1,4,4,144,9,Silver,0
4200,85,10,231,52,Gen X,SA,4,3,3,433,10,Bronze,3
4201,39,12,373,60,Baby Boomers,IND,2,2,2,222,6,Platinum,0
4207,27,17,1152,41,Gen X,SP,2,1,1,211,4,Platinum,2
4211,5,5,21,36,Millennials,CA,1,4,4,144,9,Silver,0
4216,33,16,1044,41,Gen X,SP,2,1,1,211,4,Platinum,2
4220,26,5,86,52,Gen X,CA,2,4,3,243,9,Silver,0
4227,78,5,41,54,Gen X,SP,4,4,4,444,12,Bronze,3
4240,79,4,29,44,Gen X,SP,4,4,4,444,12,Bronze,3
4246,2,2,104,40,Millennials,SP,1,4,3,143,8,Silver,0
4248,23,13,1730,62,Baby Boomers,SP,1,2,1,121,4,Platinum,2
4252,73,10,246,57,Baby Boomers,SP,3,3,3,333,9,Silver,3
4259,80,3,10,36,Millennials,IND,4,4,4,444,12,Bronze,3
4261,23,19,1143,76,Pre Boomers,SA,1,1,1,111,3,Platinum,2
4268,50,7,150,63,Baby Boomers,US,2,3,3,233,8,Silver,0
4271,80,10,150,33,Millennials,IND,4,3,3,433,10,Bronze,3
4278,73,16,1745,39,Millennials,IND,3,1,1,311,5,Platinum,1
4279,87,4,29,59,Baby Boomers,SP,4,4,4,444,12,Bronze,3
4286,24,13,644,52,Gen X,IND,1,2,2,122,5,Platinum,2
4290,8,3,12,50,Gen X,CA,1,4,4,144,9,Silver,0
4297,71,5,33,53,Gen X,IND,3,4,4,344,11,Bronze,3
4298,63,3,9,49,Gen X,SP,3,4,4,344,11,Bronze,3
4299,28,16,1590,62,Baby Boomers,SP,2,1,1,211,4,Platinum,2
4301,10,3,37,51,Gen X,AUS,1,4,4,144,9,Silver,0
4303,76,1,121,65,Baby Boomers,CA,4,4,3,443,11,Bronze,3
4310,25,10,1120,78,Pre Boomers,AUS,2,3,1,231,6,Platinum,2
4320,6,18,708,43,Gen X,SP,1,1,2,112,4,Platinum,2
4322,20,14,1238,64,Baby Boomers,SP,1,2,1,121,4,Platinum,2
4324,42,15,470,33,Millennials,SP,2,1,2,212,5,Platinum,2
4328,81,5,13,36,Millennials,SP,4,4,4,444,12,Bronze,3
4329,43,4,12,38,Millennials,AUS,2,4,4,244,10,Bronze,0
4331,41,14,1315,44,Gen X,SP,2,2,1,221,5,Platinum,2
4333,76,5,51,68,Baby Boomers,IND,4,4,3,443,11,Bronze,3
4338,28,4,32,39,Millennials,SP,2,4,4,244,10,Bronze,0
4339,37,17,870,52,Gen X,AUS,2,1,1,211,4,Platinum,2
4345,49,3,15,58,Baby Boomers,AUS,2,4,4,244,10,Bronze,0
4351,90,3,30,67,Baby Boomers,SP,4,4,4,444,12,Bronze,3
4356,70,8,1392,51,Gen X,SP,3,3,1,331,7,Gold,1
4368,72,7,92,42,Gen X,SP,3,3,3,333,9,Silver,3
4370,83,6,51,56,Gen X,IND,4,3,3,433,10,Bronze,3
4376,27,5,49,62,Baby Boomers,SP,2,4,3,243,9,Silver,0
4377,32,10,308,51,Gen X,CA,2,3,2,232,7,Gold,0
4381,56,9,205,51,Gen X,SP,3,3,3,333,9,Silver,3
4385,82,6,38,41,Gen X,SP,4,3,4,434,11,Bronze,3
4390,14,17,645,68,Baby Boomers,SA,1,1,2,112,4,Platinum,2
4391,64,18,750,54,Gen X,SA,3,1,2,312,6,Platinum,1
4394,43,17,1420,57,Baby Boomers,SP,2,1,1,211,4,Platinum,2
4399,3,11,895,53,Gen X,CA,1,2,1,121,4,Platinum,2
4405,2,18,744,66,Baby Boomers,AUS,1,1,2,112,4,Platinum,2
4406,29,17,1282,52,Gen X,CA,2,1,1,211,4,Platinum,2
4415,19,4,18,61,Baby Boomers,SP,1,4,4,144,9,Silver,0
4418,36,19,1373,39,Millennials,CA,2,1,1,211,4,Platinum,2
4426,35,13,422,47,Gen X,US,2,2,2,222,6,Platinum,2
4427,56,17,1153,27,Millennials,SP,3,1,1,311,5,Platinum,1
4432,82,5,25,46,Gen X,SP,4,4,4,444,12,Bronze,3
4436,27,6,84,46,Gen X,SP,2,3,3,233,8,Silver,0
4437,65,8,210,60,Baby Boomers,SP,3,3,3,333,9,Silver,3
4440,93,14,536,58,Baby Boomers,SA,4,2,2,422,8,Silver,1
4442,70,6,85,61,Baby Boomers,CA,3,3,3,333,9,Silver,3
4444,28,5,27,50,Gen X,SP,2,4,4,244,10,Bronze,0
4452,3,12,335,65,Baby Boomers,GER,1,2,2,122,5,Platinum,0
4459,13,4,28,33,Millennials,SP,1,4,4,144,9,Silver,0
4470,3,6,107,60,Baby Boomers,SP,1,3,3,133,7,Gold,0
4472,34,4,31,52,Gen X,AUS,2,4,4,244,10,Bronze,0
4475,82,16,2117,73,Baby Boomers,SP,4,1,1,411,6,Platinum,1
4477,4,15,455,64,Baby Boomers,GER,1,1,2,112,4,Platinum,2
4478,87,17,568,43,Gen X,IND,4,1,2,412,7,Gold,1
4480,61,12,383,49,Gen X,SA,3,2,2,322,7,Gold,3
4483,67,8,814,29,Millennials,SA,3,3,2,332,8,Silver,1
4487,67,6,60,53,Gen X,SA,3,3,3,333,9,Silver,3
4491,3,13,1144,73,Baby Boomers,SP,1,2,1,121,4,Platinum,2
4500,56,14,1424,31,Millennials,SP,3,2,1,321,6,Platinum,1
4501,94,12,1054,57,Baby Boomers,SP,4,2,1,421,7,Gold,1
4507,87,14,1150,70,Baby Boomers,SP,4,2,1,421,7,Gold,1
4508,92,7,543,70,Baby Boomers,GER,4,3,2,432,9,Silver,3
4518,59,20,741,43,Gen X,CA,3,1,2,312,6,Platinum,1
4530,36,13,1586,74,Baby Boomers,GER,2,2,1,221,5,Platinum,2
4541,84,9,204,67,Baby Boomers,CA,4,3,3,433,10,Bronze,3
4543,32,11,1479,42,Gen X,SA,2,2,1,221,5,Platinum,2
4547,86,4,17,62,Baby Boomers,SP,4,4,4,444,12,Bronze,3
4548,66,4,37,41,Gen X,CA,3,4,4,344,11,Bronze,3
4550,51,4,64,56,Gen X,SP,3,4,3,343,10,Bronze,3
4552,37,6,186,31,Millennials,SP,2,3,3,233,8,Silver,0
4554,89,11,289,57,Baby Boomers,SP,4,2,3,423,9,Silver,3
4557,11,4,36,52,Gen X,SA,1,4,4,144,9,Silver,0
4580,46,18,2124,53,Gen X,SA,2,1,1,211,4,Platinum,1
4587,90,10,240,78,Pre Boomers,SP,4,3,3,433,10,Bronze,3
4597,67,16,1629,52,Gen X,SA,3,1,1,311,5,Platinum,1
4599,66,14,437,46,Gen X,CA,3,2,2,322,7,Gold,1
4603,50,15,592,62,Baby Boomers,SP,2,1,2,212,5,Platinum,1
4607,24,11,639,63,Baby Boomers,SP,1,2,2,122,5,Platinum,2
4608,18,16,610,35,Millennials,SA,1,1,2,112,4,Platinum,2
4609,14,14,436,56,Gen X,SP,1,2,2,122,5,Platinum,2
4611,36,22,1294,52,Gen X,SP,2,1,1,211,4,Platinum,2
4619,9,27,11,77,Pre Boomers,SP,1,1,4,114,6,Platinum,2
4637,73,15,1488,68,Baby Boomers,SA,3,1,1,311,5,Platinum,1
4640,65,17,817,55,Gen X,SA,3,1,2,312,6,Platinum,1
4643,40,7,80,49,Gen X,AUS,2,3,3,233,8,Silver,0
4646,44,17,680,71,Baby Boomers,CA,2,1,2,212,5,Platinum,2
4653,46,7,147,44,Gen X,SA,2,3,3,233,8,Silver,0
4654,40,8,1106,30,Millennials,SA,2,3,1,231,6,Platinum,2
4656,28,14,604,32,Millennials,SA,2,2,2,222,6,Platinum,2
4669,46,7,32,41,Gen X,SA,2,3,4,234,9,Silver,0
4673,17,15,1161,59,Baby Boomers,SP,1,1,1,111,3,Platinum,2
4676,86,17,1223,71,Baby Boomers,SP,4,1,1,411,6,Platinum,1
4679,42,19,873,45,Gen X,SP,2,1,1,211,4,Platinum,2
4682,88,10,228,64,Baby Boomers,GER,4,3,3,433,10,Bronze,3
4686,28,19,1450,60,Baby Boomers,SP,2,1,1,211,4,Platinum,2
4687,92,12,1502,64,Baby Boomers,SP,4,2,1,421,7,Gold,1
4690,45,16,528,69,Baby Boomers,CA,2,1,2,212,5,Platinum,2
4692,19,6,19,46,Gen X,AUS,1,3,4,134,8,Silver,0
4697,62,12,332,73,Baby Boomers,SA,3,2,2,322,7,Gold,3
4698,32,12,273,39,Millennials,SP,2,2,3,223,7,Gold,0
4702,20,8,1534,58,Baby Boomers,SP,1,3,1,131,5,Platinum,2
4706,65,4,34,56,Gen X,CA,3,4,4,344,11,Bronze,3
4712,18,5,38,31,Millennials,SP,1,4,4,144,9,Silver,0
4713,15,6,116,43,Gen X,SP,1,3,3,133,7,Gold,0
4725,71,5,57,72,Baby Boomers,SP,3,4,3,343,10,Bronze,3
4741,17,15,493,48,Gen X,SP,1,1,2,112,4,Platinum,2
4743,72,19,864,53,Gen X,US,3,1,1,311,5,Platinum,1
4749,55,14,460,54,Gen X,IND,3,2,2,322,7,Gold,1
4754,91,6,74,56,Gen X,SP,4,3,3,433,10,Bronze,3
4756,42,18,1023,70,Baby Boomers,SP,2,1,1,211,4,Platinum,2
4764,52,7,109,70,Baby Boomers,SA,3,3,3,333,9,Silver,3
4767,41,13,1003,57,Baby Boomers,SP,2,2,1,221,5,Platinum,2
4769,52,14,484,45,Gen X,SP,3,2,2,322,7,Gold,1
4785,3,17,681,52,Gen X,SA,1,1,2,112,4,Platinum,2
4786,94,22,894,45,Gen X,US,4,1,1,411,6,Platinum,1
4789,95,9,1291,69,Baby Boomers,IND,4,3,1,431,8,Silver,1
4790,54,9,798,64,Baby Boomers,SP,3,3,2,332,8,Silver,1
4791,35,4,37,42,Gen X,AUS,2,4,4,244,10,Bronze,0
4796,71,4,31,70,Baby Boomers,SP,3,4,4,344,11,Bronze,3
4808,12,3,8,66,Baby Boomers,SP,1,4,4,144,9,Silver,0
4817,91,3,12,66,Baby Boomers,SP,4,4,4,444,12,Bronze,3
4827,3,13,378,66,Baby Boomers,SP,1,2,2,122,5,Platinum,2
4828,12,10,448,68,Baby Boomers,SA,1,3,2,132,6,Platinum,0
4832,84,4,28,43,Gen X,SP,4,4,4,444,12,Bronze,3
4837,57,21,1022,57,Baby Boomers,SP,3,1,1,311,5,Platinum,1
4838,40,3,14,44,Gen X,IND,2,4,4,244,10,Bronze,0
4843,92,7,543,70,Baby Boomers,SA,4,3,2,432,9,Silver,3
4855,19,5,38,48,Gen X,US,1,4,4,144,9,Silver,0
4856,38,17,1455,65,Baby Boomers,IND,2,1,1,211,4,Platinum,2
4860,66,4,17,52,Gen X,SP,3,4,4,344,11,Bronze,3
4864,68,7,137,45,Gen X,CA,3,3,3,333,9,Silver,3
4865,2,13,376,48,Gen X,AUS,1,2,2,122,5,Platinum,2
4867,2,7,76,54,Gen X,SP,1,3,3,133,7,Gold,0
4877,2,4,41,49,Gen X,IND,1,4,4,144,9,Silver,0
4887,65,5,43,46,Gen X,CA,3,4,4,344,11,Bronze,3
4910,81,24,1650,55,Gen X,US,4,1,1,411,6,Platinum,1
4915,86,17,346,66,Baby Boomers,GER,4,1,2,412,7,Gold,1
4927,76,6,33,51,Gen X,SA,4,3,4,434,11,Bronze,3
4937,62,4,34,49,Gen X,SP,3,4,4,344,11,Bronze,3
4939,20,10,127,76,Pre Boomers,US,1,3,3,133,7,Gold,0
4943,73,11,1628,69,Baby Boomers,SP,3,2,1,321,6,Platinum,1
4944,24,11,639,63,Baby Boomers,SP,1,2,2,122,5,Platinum,2
4945,29,22,1064,69,Baby Boomers,SP,2,1,1,211,4,Platinum,2
4947,44,16,1604,56,Gen X,SP,2,1,1,211,4,Platinum,2
4954,53,9,201,66,Baby Boomers,SP,3,3,3,333,9,Silver,3
4961,56,6,54,48,Gen X,SP,3,3,3,333,9,Silver,3
4964,90,6,1083,64,Baby Boomers,CA,4,3,1,431,8,Silver,1
4967,19,10,256,62,Baby Boomers,SA,1,3,3,133,7,Gold,0
4971,22,7,137,60,Baby Boomers,SA,1,3,3,133,7,Gold,0
4973,39,3,11,52,Gen X,CA,2,4,4,244,10,Bronze,0
4974,98,13,1172,52,Gen X,US,4,2,1,421,7,Gold,1
4988,58,5,45,74,Baby Boomers,SA,3,4,3,343,10,Bronze,3
4990,90,19,658,68,Baby Boomers,AUS,4,1,2,412,7,Gold,1
4992,12,5,26,47,Gen X,SP,1,4,4,144,9,Silver,0
4994,53,20,1507,79,Pre Boomers,SP,3,1,1,311,5,Platinum,1
4998,85,8,737,60,Baby Boomers,SP,4,3,2,432,9,Silver,3
5010,72,4,18,34,Millennials,SP,3,4,4,344,11,Bronze,3
5011,51,12,741,59,Baby Boomers,SP,3,2,2,322,7,Gold,1
5012,56,4,22,33,Millennials,SP,3,4,4,344,11,Bronze,3
5015,94,5,112,46,Gen X,SP,4,4,3,443,11,Bronze,3
5025,32,6,63,43,Gen X,SP,2,3,3,233,8,Silver,0
5029,14,3,6,76,Pre Boomers,SP,1,4,4,144,9,Silver,0
5031,14,16,1543,48,Gen X,SP,1,1,1,111,3,Platinum,2
5036,38,7,297,38,Millennials,SP,2,3,2,232,7,Gold,0
5043,89,9,108,71,Baby Boomers,SP,4,3,3,433,10,Bronze,3
5046,97,17,1248,64,Baby Boomers,SA,4,1,1,411,6,Platinum,1
5048,53,5,69,51,Gen X,SA,3,4,3,343,10,Bronze,3
5049,19,5,38,48,Gen X,SP,1,4,4,144,9,Silver,0
5057,74,14,499,61,Baby Boomers,SP,3,2,2,322,7,Gold,1
5062,71,4,39,59,Baby Boomers,SA,3,4,4,344,11,Bronze,3
5063,76,8,175,45,Gen X,SP,4,3,3,433,10,Bronze,3
5067,11,13,1274,28,Millennials,SP,1,2,1,121,4,Platinum,2
5068,75,4,22,51,Gen X,SP,4,4,4,444,12,Bronze,3
5074,10,4,40,36,Millennials,CA,1,4,4,144,9,Silver,0
5077,46,17,832,43,Gen X,CA,2,1,2,212,5,Platinum,2
5079,82,5,88,51,Gen X,AUS,4,4,3,443,11,Bronze,3
5080,12,10,872,29,Millennials,ME,1,3,1,131,5,Platinum,2
5081,54,4,25,55,Gen X,SP,3,4,4,344,11,Bronze,3
5084,87,19,711,47,Gen X,SP,4,1,2,412,7,Gold,1
5092,39,14,427,73,Baby Boomers,SP,2,2,2,222,6,Platinum,2
5093,15,6,73,48,Gen X,SP,1,3,3,133,7,Gold,0
5107,37,3,23,49,Gen X,SP,2,4,4,244,10,Bronze,0
5113,67,10,1519,51,Gen X,SP,3,3,1,331,7,Gold,1
5114,1,10,928,57,Baby Boomers,AUS,1,3,1,131,5,Platinum,2
5117,32,12,351,59,Baby Boomers,SP,2,2,2,222,6,Platinum,0
5120,78,11,941,40,Millennials,SA,4,2,1,421,7,Gold,1
5121,30,12,566,45,Gen X,CA,2,2,2,222,6,Platinum,2
5123,57,5,72,71,Baby Boomers,SP,3,4,3,343,10,Bronze,3
5125,64,15,1148,62,Baby Boomers,SP,3,1,1,311,5,Platinum,1
5136,58,17,753,49,Gen X,CA,3,1,2,312,6,Platinum,1
5138,68,4,34,72,Baby Boomers,SP,3,4,4,344,11,Bronze,3
5140,66,16,1187,37,Millennials,SP,3,1,1,311,5,Platinum,1
5147,57,17,962,74,Baby Boomers,SP,3,1,1,311,5,Platinum,1
5150,64,5,11,43,Gen X,SP,3,4,4,344,11,Bronze,3
5153,97,22,1328,55,Gen X,SP,4,1,1,411,6,Platinum,1
5154,54,5,42,50,Gen X,SP,3,4,4,344,11,Bronze,3
5156,13,18,517,52,Gen X,SP,1,1,2,112,4,Platinum,2
5172,4,10,970,46,Gen X,SP,1,3,1,131,5,Platinum,2
5176,88,4,26,34,Millennials,SA,4,4,4,444,12,Bronze,3
5177,56,12,373,48,Gen X,SA,3,2,2,322,7,Gold,3
5180,56,8,144,54,Gen X,SP,3,3,3,333,9,Silver,3
5181,58,3,8,40,Millennials,SP,3,4,4,344,11,Bronze,3
5184,65,3,17,27,Millennials,SP,3,4,4,344,11,Bronze,3
5185,83,9,580,67,Baby Boomers,SA,4,3,2,432,9,Silver,3
5186,59,16,698,67,Baby Boomers,CA,3,1,2,312,6,Platinum,1
5204,21,13,1211,51,Gen X,SP,1,2,1,121,4,Platinum,2
5207,41,15,647,59,Baby Boomers,SP,2,1,2,212,5,Platinum,2
5209,21,15,519,68,Baby Boomers,SA,1,1,2,112,4,Platinum,2
5221,93,15,821,65,Baby Boomers,GER,4,1,2,412,7,Gold,1
5223,80,5,51,56,Gen X,SA,4,4,3,443,11,Bronze,3
5229,81,4,39,53,Gen X,GER,4,4,4,444,12,Bronze,3
5231,15,4,36,48,Gen X,SP,1,4,4,144,9,Silver,0
5232,23,9,173,57,Baby Boomers,SP,1,3,3,133,7,Gold,0
5234,85,4,42,55,Gen X,CA,4,4,4,444,12,Bronze,3
5236,30,18,1626,43,Gen X,SP,2,1,1,211,4,Platinum,2
5237,79,5,50,72,Baby Boomers,AUS,4,4,3,443,11,Bronze,3
5247,52,5,37,67,Baby Boomers,SP,3,4,4,344,11,Bronze,3
5250,75,16,1148,79,Pre Boomers,AUS,4,1,1,411,6,Platinum,1
5252,80,5,46,53,Gen X,SP,4,4,3,443,11,Bronze,3
5253,85,8,204,66,Baby Boomers,SP,4,3,3,433,10,Bronze,3
5255,19,27,9,36,Millennials,AUS,1,1,4,114,6,Platinum,2
5263,99,4,28,45,Gen X,SP,4,4,4,444,12,Bronze,3
5267,43,4,36,52,Gen X,SP,2,4,4,244,10,Bronze,0
5268,95,5,39,62,Baby Boomers,GER,4,4,4,444,12,Bronze,3
5272,64,11,466,57,Baby Boomers,SA,3,2,2,322,7,Gold,3
5278,83,11,693,58,Baby Boomers,GER,4,2,2,422,8,Silver,1
5283,72,6,115,46,Gen X,SP,3,3,3,333,9,Silver,3
5286,68,7,167,35,Millennials,CA,3,3,3,333,9,Silver,3
5287,77,6,73,49,Gen X,SP,4,3,3,433,10,Bronze,3
5289,30,3,24,47,Gen X,AUS,2,4,4,244,10,Bronze,0
5290,51,10,253,58,Baby Boomers,CA,3,3,3,333,9,Silver,3
5294,49,7,33,33,Millennials,SP,2,3,4,234,9,Silver,0
5299,43,20,1487,52,Gen X,SP,2,1,1,211,4,Platinum,2
5300,60,4,45,49,Gen X,SP,3,4,3,343,10,Bronze,3
5302,13,9,1022,36,Millennials,SP,1,3,1,131,5,Platinum,2
5303,42,15,981,48,Gen X,SA,2,1,1,211,4,Platinum,2
5304,35,4,32,48,Gen X,SA,2,4,4,244,10,Bronze,0
5313,20,6,41,51,Gen X,SP,1,3,4,134,8,Silver,0
5314,69,12,300,71,Baby Boomers,SP,3,2,2,322,7,Gold,3
5316,89,6,58,46,Gen X,SP,4,3,3,433,10,Bronze,3
5320,20,7,144,49,Gen X,SA,1,3,3,133,7,Gold,0
5324,94,11,334,41,Gen X,US,4,2,2,422,8,Silver,3
5329,24,3,11,73,Baby Boomers,AUS,1,4,4,144,9,Silver,0
5331,8,10,1536,45,Gen X,GER,1,3,1,131,5,Platinum,2
5332,2,10,843,62,Baby Boomers,IND,1,3,2,132,6,Platinum,2
5336,37,2,49,51,Gen X,SP,2,4,3,243,9,Silver,0
5341,2,10,1243,60,Baby Boomers,SA,1,3,1,131,5,Platinum,2
5342,31,4,4,46,Gen X,CA,2,4,4,244,10,Bronze,0
5346,87,6,49,49,Gen X,GER,4,3,3,433,10,Bronze,3
5350,29,13,2191,31,Millennials,SA,2,2,1,221,5,Platinum,2
5370,38,13,383,49,Gen X,SP,2,2,2,222,6,Platinum,2
5371,0,5,46,33,Millennials,SP,1,4,3,143,8,Silver,0
5386,62,10,1925,69,Baby Boomers,SA,3,3,1,331,7,Gold,1
5389,93,11,323,58,Baby Boomers,SP,4,2,2,422,8,Silver,3
5393,64,4,28,45,Gen X,SP,3,4,4,344,11,Bronze,3
5394,42,5,16,43,Gen X,SP,2,4,4,244,10,Bronze,0
5396,48,22,1155,34,Millennials,AUS,2,1,1,211,4,Platinum,1
5407,70,17,879,68,Baby Boomers,SA,3,1,1,311,5,Platinum,1
5423,35,3,11,39,Millennials,SA,2,4,4,244,10,Bronze,0
5424,30,7,100,39,Millennials,SA,2,3,3,233,8,Silver,0
5429,10,8,179,74,Baby Boomers,SP,1,3,3,133,7,Gold,0
5430,0,17,625,66,Baby Boomers,SP,1,1,2,112,4,Platinum,2
5441,97,11,327,57,Baby Boomers,SP,4,2,2,422,8,Silver,3
5453,26,16,1840,66,Baby Boomers,SA,2,1,1,211,4,Platinum,2
5454,80,5,44,43,Gen X,US,4,4,3,443,11,Bronze,3
5455,89,6,114,51,Gen X,SP,4,3,3,433,10,Bronze,3
5462,63,21,1054,48,Gen X,IND,3,1,1,311,5,Platinum,1
5474,79,8,151,52,Gen X,US,4,3,3,433,10,Bronze,3
5491,70,11,296,71,Baby Boomers,AUS,3,2,3,323,8,Silver,3
5493,21,3,17,46,Gen X,SP,1,4,4,144,9,Silver,0
5510,2,11,329,45,Gen X,SP,1,2,2,122,5,Platinum,0
5512,19,15,490,45,Gen X,SP,1,1,2,112,4,Platinum,2
5513,49,4,39,56,Gen X,SP,2,4,4,244,10,Bronze,0
5517,51,3,26,53,Gen X,AUS,3,4,4,344,11,Bronze,3
5519,8,10,535,66,Baby Boomers,SA,1,3,2,132,6,Platinum,2
5524,58,12,1269,65,Baby Boomers,US,3,2,1,321,6,Platinum,1
5527,25,5,27,35,Millennials,SP,2,4,4,244,10,Bronze,0
5529,56,13,436,76,Pre Boomers,CA,3,2,2,322,7,Gold,1
5534,30,6,150,47,Gen X,SP,2,3,3,233,8,Silver,0
5536,61,9,1817,63,Baby Boomers,CA,3,3,1,331,7,Gold,1
5538,78,10,1488,47,Gen X,SP,4,3,1,431,8,Silver,1
5543,49,18,666,56,Gen X,SP,2,1,2,212,5,Platinum,1
5544,32,12,1172,52,Gen X,SP,2,2,1,221,5,Platinum,2
5545,72,8,839,50,Gen X,SP,3,3,2,332,8,Silver,1
5547,9,13,1900,40,Millennials,SP,1,2,1,121,4,Platinum,2
5552,50,9,212,59,Baby Boomers,SA,2,3,3,233,8,Silver,3
